epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,164.169,0.66124,0.72581,1.0641,0.62535,0.3372,0.3522,0.26385,1.25062,2.08722,1.66509,0.000183175,0.000183175,0.000183175
29,169.441,0.63495,0.68376,1.05063,0.76581,0.28375,0.38216,0.29612,1.2206,2.06885,1.6446,0.0001807,0.0001807,0.0001807
30,174.842,0.65556,0.7044,1.04957,0.52786,0.3855,0.41126,0.31968,1.19326,1.96558,1.62557,0.000178225,0.000178225,0.000178225
31,180.282,0.632,0.68201,1.04316,0.56638,0.32769,0.37604,0.28425,1.22466,1.97363,1.62108,0.00017575,0.00017575,0.00017575
32,185.56,0.61045,0.62763,1.02712,0.52951,0.32598,0.37238,0.28672,1.26132,2.09978,1.65924,0.000173275,0.000173275,0.000173275
33,190.83,0.64996,0.68404,1.06422,0.57214,0.30798,0.36327,0.27871,1.24933,2.0766,1.6669,0.0001708,0.0001708,0.0001708
34,195.994,0.59071,0.62812,1.02436,0.60274,0.32946,0.37359,0.2854,1.22995,2.10484,1.65206,0.000168325,0.000168325,0.000168325
35,201.253,0.60432,0.61331,1.0265,0.61402,0.32828,0.38109,0.29715,1.22907,2.11092,1.6204,0.00016585,0.00016585,0.00016585
36,206.461,0.60334,0.63465,1.02034,0.58808,0.33864,0.38325,0.29935,1.23097,2.17055,1.61631,0.000163375,0.000163375,0.000163375
37,211.699,0.59687,0.63055,1.02955,0.57931,0.35107,0.38055,0.29984,1.23066,2.22945,1.62895,0.0001609,0.0001609,0.0001609
38,217.38,0.58617,0.5881,1.0157,0.55835,0.3251,0.36697,0.28184,1.23953,2.32083,1.62279,0.000158425,0.000158425,0.000158425
39,223.274,0.55959,0.54658,0.98649,0.45992,0.39584,0.38913,0.29532,1.24418,2.19659,1.65815,0.00015595,0.00015595,0.00015595
40,229.514,0.58949,0.58734,1.01828,0.46659,0.3818,0.39849,0.3012,1.22966,2.14314,1.63162,0.000153475,0.000153475,0.000153475
41,235.268,0.55628,0.56191,1.001,0.45284,0.42596,0.38612,0.30171,1.20357,2.14264,1.59235,0.000151,0.000151,0.000151
42,241.484,0.55119,0.54263,0.98551,0.55517,0.36135,0.4086,0.32581,1.20403,2.04688,1.585,0.000148525,0.000148525,0.000148525
43,248.634,0.54712,0.53384,0.99747,0.49619,0.38108,0.39329,0.3102,1.23408,2.17397,1.60859,0.00014605,0.00014605,0.00014605
44,255.374,0.56034,0.56092,1.00634,0.52128,0.36888,0.38833,0.30701,1.2514,2.20941,1.63987,0.000143575,0.000143575,0.000143575
45,261.247,0.56033,0.55973,1.0056,0.60047,0.3375,0.39136,0.31196,1.24652,2.13522,1.64241,0.0001411,0.0001411,0.0001411
46,269.858,0.53536,0.52947,0.9995,0.48666,0.40439,0.41089,0.31929,1.23914,2.05168,1.6641,0.000138625,0.000138625,0.000138625
47,278.923,0.54181,0.53654,0.9916,0.4507,0.45273,0.42383,0.32325,1.23728,2.06771,1.66377,0.00013615,0.00013615,0.00013615
48,285.122,0.52417,0.48666,0.96817,0.51489,0.37911,0.42616,0.32523,1.21684,2.02986,1.61042,0.000133675,0.000133675,0.000133675
49,290.811,0.52988,0.51179,0.97991,0.54121,0.36766,0.43007,0.32858,1.22342,2.03614,1.60636,0.0001312,0.0001312,0.0001312
50,296.813,0.51335,0.50003,0.96736,0.52541,0.3411,0.39948,0.30738,1.22162,2.05515,1.59778,0.000128725,0.000128725,0.000128725
51,302.609,0.52792,0.49963,0.99916,0.55033,0.34692,0.41227,0.32293,1.21455,2.06164,1.60178,0.00012625,0.00012625,0.00012625
52,308.459,0.50927,0.50385,0.97424,0.55845,0.34921,0.43052,0.33581,1.22777,2.08299,1.61651,0.000123775,0.000123775,0.000123775
53,314.206,0.48019,0.45584,0.95316,0.48539,0.34943,0.41396,0.32239,1.21136,2.07181,1.60705,0.0001213,0.0001213,0.0001213
54,320.152,0.49579,0.47707,0.96307,0.5797,0.32779,0.39797,0.31245,1.22734,2.07192,1.6105,0.000118825,0.000118825,0.000118825
55,326.008,0.51164,0.48226,0.97493,0.65195,0.31881,0.41745,0.32449,1.23269,2.07076,1.59273,0.00011635,0.00011635,0.00011635
56,331.909,0.5049,0.46727,0.98126,0.7051,0.33011,0.42384,0.33256,1.2323,2.07145,1.61138,0.000113875,0.000113875,0.000113875
57,337.562,0.50748,0.47944,0.97077,0.68427,0.34709,0.42891,0.34344,1.21538,2.05935,1.60238,0.0001114,0.0001114,0.0001114
58,343.418,0.50702,0.48302,0.97051,0.52018,0.44059,0.43769,0.34557,1.21481,1.96807,1.62613,0.000108925,0.000108925,0.000108925
59,349.291,0.46246,0.43338,0.9429,0.54888,0.42604,0.44582,0.34891,1.21832,1.92983,1.66053,0.00010645,0.00010645,0.00010645
60,355.092,0.48285,0.43743,0.96781,0.50643,0.42548,0.43679,0.3486,1.24973,1.9104,1.68757,0.000103975,0.000103975,0.000103975
61,360.417,0.47389,0.43887,0.962,0.48167,0.40711,0.43315,0.34953,1.27938,1.88951,1.71968,0.0001015,0.0001015,0.0001015
62,366.238,0.4503,0.41006,0.94562,0.6037,0.38885,0.43436,0.34797,1.28393,1.92006,1.73562,9.9025e-05,9.9025e-05,9.9025e-05
63,372.057,0.492,0.44696,0.96007,0.46976,0.42787,0.44512,0.35443,1.26864,1.92358,1.69203,9.655e-05,9.655e-05,9.655e-05
64,377.827,0.45919,0.42615,0.95185,0.4857,0.41614,0.42566,0.34402,1.27373,1.9307,1.70468,9.4075e-05,9.4075e-05,9.4075e-05
65,383.166,0.46738,0.44032,0.95078,0.56795,0.4143,0.42636,0.34319,1.25267,1.9427,1.68623,9.16e-05,9.16e-05,9.16e-05
66,388.822,0.47769,0.41364,0.95328,0.62049,0.39533,0.42575,0.34084,1.25592,1.97628,1.68787,8.9125e-05,8.9125e-05,8.9125e-05
67,395.403,0.45693,0.4181,0.94789,0.55346,0.42024,0.43284,0.34685,1.23964,1.97727,1.6672,8.665e-05,8.665e-05,8.665e-05
68,400.886,0.44715,0.40538,0.94625,0.51689,0.42323,0.43558,0.34727,1.22847,1.98245,1.6506,8.4175e-05,8.4175e-05,8.4175e-05
69,406.138,0.46898,0.43022,0.97156,0.58689,0.3924,0.44194,0.35017,1.23115,2.00728,1.6621,8.17e-05,8.17e-05,8.17e-05
70,411.362,0.44538,0.4024,0.94167,0.60421,0.37881,0.44157,0.35014,1.2519,2.01709,1.67886,7.9225e-05,7.9225e-05,7.9225e-05
71,416.567,0.4536,0.41031,0.94078,0.6355,0.38319,0.44739,0.35399,1.27796,2.04461,1.69011,7.675e-05,7.675e-05,7.675e-05
72,421.76,0.45184,0.39668,0.94011,0.628,0.37558,0.43961,0.35171,1.28143,2.05675,1.69056,7.4275e-05,7.4275e-05,7.4275e-05
73,426.903,0.44977,0.40153,0.93519,0.60704,0.35747,0.42315,0.3432,1.28075,2.04857,1.69992,7.18e-05,7.18e-05,7.18e-05
74,432.139,0.42695,0.38561,0.94316,0.65914,0.3526,0.42968,0.33763,1.25368,2.01331,1.68064,6.9325e-05,6.9325e-05,6.9325e-05
75,437.384,0.42992,0.39249,0.92907,0.59507,0.38267,0.43566,0.34275,1.2346,1.96274,1.65835,6.685e-05,6.685e-05,6.685e-05
76,442.588,0.43228,0.37651,0.93398,0.58862,0.37243,0.43737,0.34102,1.22491,1.92742,1.64614,6.4375e-05,6.4375e-05,6.4375e-05
77,447.953,0.42072,0.37787,0.93039,0.58122,0.36209,0.43634,0.34376,1.21222,1.94163,1.63685,6.19e-05,6.19e-05,6.19e-05
78,453.145,0.43441,0.38468,0.94642,0.58533,0.36771,0.43062,0.34232,1.20577,1.93542,1.64299,5.9425e-05,5.9425e-05,5.9425e-05
